epochs,lr,sigma,Tmatriz,attr1,attr2,bmu_index
5,0.1000,2.0000,2,0.06779661,0.08333333,1
5,0.1000,2.0000,2,0.10169492,0.04166667,1
5,0.1000,2.0000,2,0.06779661,0.04166667,1
5,0.1000,2.0000,2,0.08474576,0.04166667,1
5,0.1000,2.0000,2,0.06779661,0.04166667,1
5,0.1000,2.0000,2,0.62711864,0.54166667,2
5,0.1000,2.0000,2,0.59322034,0.58333333,3
5,0.1000,2.0000,2,0.66101695,0.58333333,2
5,0.1000,2.0000,2,0.50847458,0.50000000,0
5,0.1000,2.0000,2,0.61016949,0.58333333,2
5,0.1000,2.0000,2,0.59322034,0.50000000,0
5,0.1000,2.0000,2,0.62711864,0.62500000,2
5,0.1000,2.0000,2,0.38983051,0.37500000,0
5,0.1000,2.0000,2,0.61016949,0.50000000,3
5,0.1000,2.0000,2,0.49152542,0.54166667,0
5,0.1000,2.0000,2,0.42372881,0.37500000,0
5,0.1000,2.0000,2,0.54237288,0.58333333,3
5,0.1000,2.0000,2,0.50847458,0.37500000,0
5,0.1000,2.0000,2,0.62711864,0.54166667,0
5,0.1000,2.0000,2,0.44067797,0.50000000,0
5,0.1000,2.0000,2,0.57627119,0.54166667,3
5,0.1000,2.0000,2,0.59322034,0.58333333,0
5,0.1000,2.0000,2,0.52542373,0.37500000,0
5,0.1000,2.0000,2,0.59322034,0.58333333,0
5,0.1000,2.0000,2,0.49152542,0.41666667,0
5,0.1000,2.0000,2,0.64406780,0.70833333,2
5,0.1000,2.0000,2,0.50847458,0.50000000,0
5,0.1000,2.0000,2,0.66101695,0.58333333,0
5,0.1000,2.0000,2,0.62711864,0.45833333,0
5,0.1000,2.0000,2,0.55932203,0.50000000,3
5,0.1000,2.0000,2,0.57627119,0.54166667,3
5,0.1000,2.0000,2,0.64406780,0.54166667,2
5,0.1000,2.0000,2,0.67796610,0.66666667,2
5,0.1000,2.0000,2,0.59322034,0.58333333,0
5,0.1000,2.0000,2,0.42372881,0.37500000,0
5,0.1000,2.0000,2,0.47457627,0.41666667,0
5,0.1000,2.0000,2,0.45762712,0.37500000,0
5,0.1000,2.0000,2,0.49152542,0.45833333,0
5,0.1000,2.0000,2,0.69491525,0.62500000,2
5,0.1000,2.0000,2,0.59322034,0.58333333,0
5,0.1000,2.0000,2,0.59322034,0.62500000,3
5,0.1000,2.0000,2,0.62711864,0.58333333,2
5,0.1000,2.0000,2,0.57627119,0.50000000,0
5,0.1000,2.0000,2,0.52542373,0.50000000,0
5,0.1000,2.0000,2,0.50847458,0.50000000,0
5,0.1000,2.0000,2,0.57627119,0.45833333,0
5,0.1000,2.0000,2,0.61016949,0.54166667,3
5,0.1000,2.0000,2,0.50847458,0.45833333,0
5,0.1000,2.0000,2,0.38983051,0.37500000,0
5,0.1000,2.0000,2,0.54237288,0.50000000,0
5,0.1000,2.0000,2,0.54237288,0.45833333,3
5,0.1000,2.0000,2,0.54237288,0.50000000,0
5,0.1000,2.0000,2,0.55932203,0.50000000,0
5,0.1000,2.0000,2,0.33898305,0.41666667,0
5,0.1000,2.0000,2,0.52542373,0.50000000,0
5,0.1000,2.0000,2,0.84745763,1.00000000,2
5,0.1000,2.0000,2,0.69491525,0.75000000,2
5,0.1000,2.0000,2,0.83050847,0.83333333,2
5,0.1000,2.0000,2,0.77966102,0.70833333,2
5,0.1000,2.0000,2,0.81355932,0.87500000,2
5,0.1000,2.0000,2,0.94915254,0.83333333,2
5,0.1000,2.0000,2,0.59322034,0.66666667,0
5,0.1000,2.0000,2,0.89830508,0.70833333,2
5,0.1000,2.0000,2,0.81355932,0.70833333,2
5,0.1000,2.0000,2,0.86440678,1.00000000,2
5,0.1000,2.0000,2,0.69491525,0.79166667,2
5,0.1000,2.0000,2,0.72881356,0.75000000,2
5,0.1000,2.0000,2,0.76271186,0.83333333,2
5,0.1000,2.0000,2,0.67796610,0.79166667,2
5,0.1000,2.0000,2,0.69491525,0.95833333,2
5,0.1000,2.0000,2,0.72881356,0.91666667,2
5,0.1000,2.0000,2,0.76271186,0.70833333,2
5,0.1000,2.0000,2,0.96610169,0.87500000,2
5,0.1000,2.0000,2,1.00000000,0.91666667,2
5,0.1000,2.0000,2,0.67796610,0.58333333,0
5,0.1000,2.0000,2,0.79661017,0.91666667,2
5,0.1000,2.0000,2,0.66101695,0.79166667,2
5,0.1000,2.0000,2,0.96610169,0.79166667,2
5,0.1000,2.0000,2,0.66101695,0.70833333,2
5,0.1000,2.0000,2,0.79661017,0.83333333,2
5,0.1000,2.0000,2,0.84745763,0.70833333,2
5,0.1000,2.0000,2,0.64406780,0.70833333,2
5,0.1000,2.0000,2,0.66101695,0.70833333,2
5,0.1000,2.0000,2,0.77966102,0.83333333,2
5,0.1000,2.0000,2,0.81355932,0.62500000,2
5,0.1000,2.0000,2,0.86440678,0.75000000,2
5,0.1000,2.0000,2,0.91525424,0.79166667,2
5,0.1000,2.0000,2,0.77966102,0.87500000,2
5,0.1000,2.0000,2,0.69491525,0.58333333,2
5,0.1000,2.0000,2,0.77966102,0.54166667,0
5,0.1000,2.0000,2,0.86440678,0.91666667,2
5,0.1000,2.0000,2,0.77966102,0.95833333,2
5,0.1000,2.0000,2,0.76271186,0.70833333,2
5,0.1000,2.0000,2,0.64406780,0.70833333,2
5,0.1000,2.0000,2,0.74576271,0.83333333,2
5,0.1000,2.0000,2,0.77966102,0.95833333,2
5,0.1000,2.0000,2,0.69491525,0.91666667,2
5,0.1000,2.0000,2,0.69491525,0.75000000,2
5,0.1000,2.0000,2,0.83050847,0.91666667,2
5,0.1000,2.0000,2,0.79661017,1.00000000,2
5,0.1000,2.0000,2,0.71186441,0.91666667,2
5,0.1000,2.0000,2,0.67796610,0.75000000,2
5,0.1000,2.0000,2,0.71186441,0.79166667,2
5,0.1000,2.0000,2,0.74576271,0.91666667,2
5,0.1000,2.0000,2,0.69491525,0.70833333,2
5,0.5000,4.0000,2,0.06779661,0.04166667,1
5,0.5000,4.0000,2,0.06779661,0.04166667,1
5,0.5000,4.0000,2,0.05084746,0.04166667,1
5,0.5000,4.0000,2,0.08474576,0.04166667,1
5,0.5000,4.0000,2,0.06779661,0.04166667,1
5,0.5000,4.0000,2,0.11864407,0.12500000,1
5,0.5000,4.0000,2,0.06779661,0.08333333,1
5,0.5000,4.0000,2,0.08474576,0.04166667,1
5,0.5000,4.0000,2,0.06779661,0.04166667,1
5,0.5000,4.0000,2,0.08474576,0.00000000,1
5,0.5000,4.0000,2,0.08474576,0.04166667,1
5,0.5000,4.0000,2,0.10169492,0.04166667,1
5,0.5000,4.0000,2,0.06779661,0.00000000,1
5,0.5000,4.0000,2,0.01694915,0.00000000,1
5,0.5000,4.0000,2,0.03389831,0.04166667,1
5,0.5000,4.0000,2,0.08474576,0.12500000,1
5,0.5000,4.0000,2,0.05084746,0.12500000,1
5,0.5000,4.0000,2,0.06779661,0.08333333,1
5,0.5000,4.0000,2,0.11864407,0.08333333,1
5,0.5000,4.0000,2,0.08474576,0.08333333,1
5,0.5000,4.0000,2,0.11864407,0.04166667,1
5,0.5000,4.0000,2,0.08474576,0.12500000,1
5,0.5000,4.0000,2,0.00000000,0.04166667,1
5,0.5000,4.0000,2,0.11864407,0.16666667,1
5,0.5000,4.0000,2,0.15254237,0.04166667,1
5,0.5000,4.0000,2,0.10169492,0.04166667,1
5,0.5000,4.0000,2,0.10169492,0.12500000,1
5,0.5000,4.0000,2,0.08474576,0.04166667,1
5,0.5000,4.0000,2,0.06779661,0.04166667,1
5,0.5000,4.0000,2,0.10169492,0.04166667,1
5,0.5000,4.0000,2,0.10169492,0.04166667,1
5,0.5000,4.0000,2,0.08474576,0.12500000,1
5,0.5000,4.0000,2,0.08474576,0.00000000,1
5,0.5000,4.0000,2,0.06779661,0.04166667,1
5,0.5000,4.0000,2,0.08474576,0.00000000,1
5,0.5000,4.0000,2,0.03389831,0.04166667,1
5,0.5000,4.0000,2,0.05084746,0.04166667,1
5,0.5000,4.0000,2,0.08474576,0.00000000,1
5,0.5000,4.0000,2,0.05084746,0.04166667,1
5,0.5000,4.0000,2,0.08474576,0.04166667,1
5,0.5000,4.0000,2,0.05084746,0.08333333,1
5,0.5000,4.0000,2,0.05084746,0.08333333,1
5,0.5000,4.0000,2,0.05084746,0.04166667,1
5,0.5000,4.0000,2,0.10169492,0.20833333,1
5,0.5000,4.0000,2,0.15254237,0.12500000,1
5,0.5000,4.0000,2,0.06779661,0.08333333,1
5,0.5000,4.0000,2,0.10169492,0.04166667,1
5,0.5000,4.0000,2,0.06779661,0.04166667,1
5,0.5000,4.0000,2,0.08474576,0.04166667,1
5,0.5000,4.0000,2,0.06779661,0.04166667,1
5,0.5000,4.0000,2,0.62711864,0.54166667,0
5,0.5000,4.0000,2,0.59322034,0.58333333,0
5,0.5000,4.0000,2,0.66101695,0.58333333,0
5,0.5000,4.0000,2,0.50847458,0.50000000,1
5,0.5000,4.0000,2,0.61016949,0.58333333,0
5,0.5000,4.0000,2,0.59322034,0.50000000,0
5,0.5000,4.0000,2,0.62711864,0.62500000,0
5,0.5000,4.0000,2,0.38983051,0.37500000,1
5,0.5000,4.0000,2,0.61016949,0.50000000,0
5,0.5000,4.0000,2,0.49152542,0.54166667,1
5,0.5000,4.0000,2,0.42372881,0.37500000,1
5,0.5000,4.0000,2,0.54237288,0.58333333,0
5,0.5000,4.0000,2,0.50847458,0.37500000,1
5,0.5000,4.0000,2,0.62711864,0.54166667,0
5,0.5000,4.0000,2,0.44067797,0.50000000,1
5,0.5000,4.0000,2,0.57627119,0.54166667,0
5,0.5000,4.0000,2,0.59322034,0.58333333,0
5,0.5000,4.0000,2,0.52542373,0.37500000,1
5,0.5000,4.0000,2,0.59322034,0.58333333,3
5,0.5000,4.0000,2,0.49152542,0.41666667,1
5,0.5000,4.0000,2,0.64406780,0.70833333,0
5,0.5000,4.0000,2,0.50847458,0.50000000,0
5,0.5000,4.0000,2,0.66101695,0.58333333,3
5,0.5000,4.0000,2,0.62711864,0.45833333,0
5,0.5000,4.0000,2,0.55932203,0.50000000,0
5,0.5000,4.0000,2,0.57627119,0.54166667,0
5,0.5000,4.0000,2,0.64406780,0.54166667,0
5,0.5000,4.0000,2,0.67796610,0.66666667,0
5,0.5000,4.0000,2,0.59322034,0.58333333,0
5,0.5000,4.0000,2,0.42372881,0.37500000,1
5,0.5000,4.0000,2,0.47457627,0.41666667,1
5,0.5000,4.0000,2,0.45762712,0.37500000,1
5,0.5000,4.0000,2,0.49152542,0.45833333,1
5,0.5000,4.0000,2,0.69491525,0.62500000,3
5,0.5000,4.0000,2,0.59322034,0.58333333,0
5,0.5000,4.0000,2,0.59322034,0.62500000,0
5,0.5000,4.0000,2,0.62711864,0.58333333,0
5,0.5000,4.0000,2,0.57627119,0.50000000,3
5,0.5000,4.0000,2,0.52542373,0.50000000,1
5,0.5000,4.0000,2,0.50847458,0.50000000,1
5,0.5000,4.0000,2,0.57627119,0.45833333,1
5,0.5000,4.0000,2,0.61016949,0.54166667,0
5,0.5000,4.0000,2,0.50847458,0.45833333,1
5,0.5000,4.0000,2,0.38983051,0.37500000,1
5,0.5000,4.0000,2,0.54237288,0.50000000,1
5,0.5000,4.0000,2,0.54237288,0.45833333,1
5,0.5000,4.0000,2,0.54237288,0.50000000,1
5,0.5000,4.0000,2,0.55932203,0.50000000,0
5,0.5000,4.0000,2,0.33898305,0.41666667,1
5,0.5000,4.0000,2,0.52542373,0.50000000,1
5,0.5000,4.0000,2,0.84745763,1.00000000,2
5,0.5000,4.0000,2,0.69491525,0.75000000,3
5,0.5000,4.0000,2,0.83050847,0.83333333,2
5,0.5000,4.0000,2,0.77966102,0.70833333,3
5,0.5000,4.0000,2,0.81355932,0.87500000,2
5,0.5000,4.0000,2,0.94915254,0.83333333,2
5,0.5000,4.0000,2,0.59322034,0.66666667,3
5,0.5000,4.0000,2,0.89830508,0.70833333,2
5,0.5000,4.0000,2,0.81355932,0.70833333,3
5,0.5000,4.0000,2,0.86440678,1.00000000,2
5,0.5000,4.0000,2,0.69491525,0.79166667,2
5,0.5000,4.0000,2,0.72881356,0.75000000,3
5,0.5000,4.0000,2,0.76271186,0.83333333,2
5,0.5000,4.0000,2,0.67796610,0.79166667,3
5,0.5000,4.0000,2,0.69491525,0.95833333,3
5,0.5000,4.0000,2,0.72881356,0.91666667,2
5,0.5000,4.0000,2,0.76271186,0.70833333,2
5,0.5000,4.0000,2,0.96610169,0.87500000,2
5,0.5000,4.0000,2,1.00000000,0.91666667,2
5,0.5000,4.0000,2,0.67796610,0.58333333,3
5,0.5000,4.0000,2,0.79661017,0.91666667,2
5,0.5000,4.0000,2,0.66101695,0.79166667,3
5,0.5000,4.0000,2,0.96610169,0.79166667,2
5,0.5000,4.0000,2,0.66101695,0.70833333,3
5,0.5000,4.0000,2,0.79661017,0.83333333,2
5,0.5000,4.0000,2,0.84745763,0.70833333,2
5,0.5000,4.0000,2,0.64406780,0.70833333,3
5,0.5000,4.0000,2,0.66101695,0.70833333,3
5,0.5000,4.0000,2,0.77966102,0.83333333,2
5,0.5000,4.0000,2,0.81355932,0.62500000,2
5,0.5000,4.0000,2,0.86440678,0.75000000,2
5,0.5000,4.0000,2,0.91525424,0.79166667,2
5,0.5000,4.0000,2,0.77966102,0.87500000,2
5,0.5000,4.0000,2,0.69491525,0.58333333,3
5,0.5000,4.0000,2,0.77966102,0.54166667,3
5,0.5000,4.0000,2,0.86440678,0.91666667,2
5,0.5000,4.0000,2,0.77966102,0.95833333,2
5,0.5000,4.0000,2,0.76271186,0.70833333,2
5,0.5000,4.0000,2,0.64406780,0.70833333,3
5,0.5000,4.0000,2,0.74576271,0.83333333,2
5,0.5000,4.0000,2,0.77966102,0.95833333,2
5,0.5000,4.0000,2,0.69491525,0.91666667,2
5,0.5000,4.0000,2,0.69491525,0.75000000,3
5,0.5000,4.0000,2,0.83050847,0.91666667,2
5,0.5000,4.0000,2,0.79661017,1.00000000,2
5,0.5000,4.0000,2,0.71186441,0.91666667,2
5,0.5000,4.0000,2,0.67796610,0.75000000,3
5,0.5000,4.0000,2,0.71186441,0.79166667,2
5,0.5000,4.0000,2,0.74576271,0.91666667,2
5,0.5000,4.0000,2,0.69491525,0.70833333,3
10,0.3000,6.0000,2,0.06779661,0.04166667,3
10,0.3000,6.0000,2,0.06779661,0.04166667,3
10,0.3000,6.0000,2,0.05084746,0.04166667,3
10,0.3000,6.0000,2,0.08474576,0.04166667,3
10,0.3000,6.0000,2,0.06779661,0.04166667,3
10,0.3000,6.0000,2,0.11864407,0.12500000,3
10,0.3000,6.0000,2,0.06779661,0.08333333,3
10,0.3000,6.0000,2,0.08474576,0.04166667,3
10,0.3000,6.0000,2,0.06779661,0.04166667,3
10,0.3000,6.0000,2,0.08474576,0.00000000,3
10,0.3000,6.0000,2,0.08474576,0.04166667,3
10,0.3000,6.0000,2,0.10169492,0.04166667,3
10,0.3000,6.0000,2,0.06779661,0.00000000,3
10,0.3000,6.0000,2,0.01694915,0.00000000,3
10,0.3000,6.0000,2,0.03389831,0.04166667,3
10,0.3000,6.0000,2,0.08474576,0.12500000,3
10,0.3000,6.0000,2,0.05084746,0.12500000,3
10,0.3000,6.0000,2,0.06779661,0.08333333,3
10,0.3000,6.0000,2,0.11864407,0.08333333,3
10,0.3000,6.0000,2,0.08474576,0.08333333,3
10,0.3000,6.0000,2,0.11864407,0.04166667,3
10,0.3000,6.0000,2,0.08474576,0.12500000,3
10,0.3000,6.0000,2,0.00000000,0.04166667,3
10,0.3000,6.0000,2,0.11864407,0.16666667,3
10,0.3000,6.0000,2,0.15254237,0.04166667,3
10,0.3000,6.0000,2,0.10169492,0.04166667,3
10,0.3000,6.0000,2,0.10169492,0.12500000,3
10,0.3000,6.0000,2,0.08474576,0.04166667,3
10,0.3000,6.0000,2,0.06779661,0.04166667,3
10,0.3000,6.0000,2,0.10169492,0.04166667,3
10,0.3000,6.0000,2,0.10169492,0.04166667,3
10,0.3000,6.0000,2,0.08474576,0.12500000,3
10,0.3000,6.0000,2,0.08474576,0.00000000,3
10,0.3000,6.0000,2,0.06779661,0.04166667,3
10,0.3000,6.0000,2,0.08474576,0.00000000,3
10,0.3000,6.0000,2,0.03389831,0.04166667,3
10,0.3000,6.0000,2,0.05084746,0.04166667,3
10,0.3000,6.0000,2,0.08474576,0.00000000,3
10,0.3000,6.0000,2,0.05084746,0.04166667,3
10,0.3000,6.0000,2,0.08474576,0.04166667,3
10,0.3000,6.0000,2,0.05084746,0.08333333,3
10,0.3000,6.0000,2,0.05084746,0.08333333,3
10,0.3000,6.0000,2,0.05084746,0.04166667,3
10,0.3000,6.0000,2,0.10169492,0.20833333,3
10,0.3000,6.0000,2,0.15254237,0.12500000,3
10,0.3000,6.0000,2,0.06779661,0.08333333,3
10,0.3000,6.0000,2,0.10169492,0.04166667,3
10,0.3000,6.0000,2,0.06779661,0.04166667,3
10,0.3000,6.0000,2,0.08474576,0.04166667,3
10,0.3000,6.0000,2,0.06779661,0.04166667,3
10,0.3000,6.0000,2,0.62711864,0.54166667,1
10,0.3000,6.0000,2,0.59322034,0.58333333,1
10,0.3000,6.0000,2,0.66101695,0.58333333,1
10,0.3000,6.0000,2,0.50847458,0.50000000,3
10,0.3000,6.0000,2,0.61016949,0.58333333,2
10,0.3000,6.0000,2,0.59322034,0.50000000,3
10,0.3000,6.0000,2,0.62711864,0.62500000,1
10,0.3000,6.0000,2,0.38983051,0.37500000,3
10,0.3000,6.0000,2,0.61016949,0.50000000,1
10,0.3000,6.0000,2,0.49152542,0.54166667,3
10,0.3000,6.0000,2,0.42372881,0.37500000,3
10,0.3000,6.0000,2,0.54237288,0.58333333,3
10,0.3000,6.0000,2,0.50847458,0.37500000,3
10,0.3000,6.0000,2,0.62711864,0.54166667,3
10,0.3000,6.0000,2,0.44067797,0.50000000,3
10,0.3000,6.0000,2,0.57627119,0.54166667,1
10,0.3000,6.0000,2,0.59322034,0.58333333,3
10,0.3000,6.0000,2,0.52542373,0.37500000,3
10,0.3000,6.0000,2,0.59322034,0.58333333,2
10,0.3000,6.0000,2,0.49152542,0.41666667,3
10,0.3000,6.0000,2,0.64406780,0.70833333,1
10,0.3000,6.0000,2,0.50847458,0.50000000,3
10,0.3000,6.0000,2,0.66101695,0.58333333,2
10,0.3000,6.0000,2,0.62711864,0.45833333,3
10,0.3000,6.0000,2,0.55932203,0.50000000,3
10,0.3000,6.0000,2,0.57627119,0.54166667,1
10,0.3000,6.0000,2,0.64406780,0.54166667,1
10,0.3000,6.0000,2,0.67796610,0.66666667,1
10,0.3000,6.0000,2,0.59322034,0.58333333,3
10,0.3000,6.0000,2,0.42372881,0.37500000,3
10,0.3000,6.0000,2,0.47457627,0.41666667,3
10,0.3000,6.0000,2,0.45762712,0.37500000,3
10,0.3000,6.0000,2,0.49152542,0.45833333,3
10,0.3000,6.0000,2,0.69491525,0.62500000,2
10,0.3000,6.0000,2,0.59322034,0.58333333,3
10,0.3000,6.0000,2,0.59322034,0.62500000,1
10,0.3000,6.0000,2,0.62711864,0.58333333,1
10,0.3000,6.0000,2,0.57627119,0.50000000,3
10,0.3000,6.0000,2,0.52542373,0.50000000,3
10,0.3000,6.0000,2,0.50847458,0.50000000,3
10,0.3000,6.0000,2,0.57627119,0.45833333,3
10,0.3000,6.0000,2,0.61016949,0.54166667,3
10,0.3000,6.0000,2,0.50847458,0.45833333,3
10,0.3000,6.0000,2,0.38983051,0.37500000,3
10,0.3000,6.0000,2,0.54237288,0.50000000,3
10,0.3000,6.0000,2,0.54237288,0.45833333,3
10,0.3000,6.0000,2,0.54237288,0.50000000,3
10,0.3000,6.0000,2,0.55932203,0.50000000,3
10,0.3000,6.0000,2,0.33898305,0.41666667,3
10,0.3000,6.0000,2,0.52542373,0.50000000,3
10,0.3000,6.0000,2,0.84745763,1.00000000,0
10,0.3000,6.0000,2,0.69491525,0.75000000,2
10,0.3000,6.0000,2,0.83050847,0.83333333,0
10,0.3000,6.0000,2,0.77966102,0.70833333,0
10,0.3000,6.0000,2,0.81355932,0.87500000,0
10,0.3000,6.0000,2,0.94915254,0.83333333,0
10,0.3000,6.0000,2,0.59322034,0.66666667,3
10,0.3000,6.0000,2,0.89830508,0.70833333,0
10,0.3000,6.0000,2,0.81355932,0.70833333,0
10,0.3000,6.0000,2,0.86440678,1.00000000,0
10,0.3000,6.0000,2,0.69491525,0.79166667,0
10,0.3000,6.0000,2,0.72881356,0.75000000,0
10,0.3000,6.0000,2,0.76271186,0.83333333,0
10,0.3000,6.0000,2,0.67796610,0.79166667,2
10,0.3000,6.0000,2,0.69491525,0.95833333,0
10,0.3000,6.0000,2,0.72881356,0.91666667,0
10,0.3000,6.0000,2,0.76271186,0.70833333,0
10,0.3000,6.0000,2,0.96610169,0.87500000,0
10,0.3000,6.0000,2,1.00000000,0.91666667,0
10,0.3000,6.0000,2,0.67796610,0.58333333,2
10,0.3000,6.0000,2,0.79661017,0.91666667,0
10,0.3000,6.0000,2,0.66101695,0.79166667,2
10,0.3000,6.0000,2,0.96610169,0.79166667,0
10,0.3000,6.0000,2,0.66101695,0.70833333,2
10,0.3000,6.0000,2,0.79661017,0.83333333,0
10,0.3000,6.0000,2,0.84745763,0.70833333,0
10,0.3000,6.0000,2,0.64406780,0.70833333,2
10,0.3000,6.0000,2,0.66101695,0.70833333,2
10,0.3000,6.0000,2,0.77966102,0.83333333,0
10,0.3000,6.0000,2,0.81355932,0.62500000,0
10,0.3000,6.0000,2,0.86440678,0.75000000,0
10,0.3000,6.0000,2,0.91525424,0.79166667,0
10,0.3000,6.0000,2,0.77966102,0.87500000,0
10,0.3000,6.0000,2,0.69491525,0.58333333,2
10,0.3000,6.0000,2,0.77966102,0.54166667,2
10,0.3000,6.0000,2,0.86440678,0.91666667,0
10,0.3000,6.0000,2,0.77966102,0.95833333,0
10,0.3000,6.0000,2,0.76271186,0.70833333,0
10,0.3000,6.0000,2,0.64406780,0.70833333,2
10,0.3000,6.0000,2,0.74576271,0.83333333,0
10,0.3000,6.0000,2,0.77966102,0.95833333,0
10,0.3000,6.0000,2,0.69491525,0.91666667,0
10,0.3000,6.0000,2,0.69491525,0.75000000,2
10,0.3000,6.0000,2,0.83050847,0.91666667,0
10,0.3000,6.0000,2,0.79661017,1.00000000,0
10,0.3000,6.0000,2,0.71186441,0.91666667,0
10,0.3000,6.0000,2,0.67796610,0.75000000,2
10,0.3000,6.0000,2,0.71186441,0.79166667,0
10,0.3000,6.0000,2,0.74576271,0.91666667,0
10,0.3000,6.0000,2,0.69491525,0.70833333,2
5,0.5000,6.0000,3,0.06779661,0.04166667,6
5,0.5000,6.0000,3,0.06779661,0.04166667,6
5,0.5000,6.0000,3,0.05084746,0.04166667,6
5,0.5000,6.0000,3,0.08474576,0.04166667,6
5,0.5000,6.0000,3,0.06779661,0.04166667,6
5,0.5000,6.0000,3,0.11864407,0.12500000,6
5,0.5000,6.0000,3,0.06779661,0.08333333,6
5,0.5000,6.0000,3,0.08474576,0.04166667,6
5,0.5000,6.0000,3,0.06779661,0.04166667,6
5,0.5000,6.0000,3,0.08474576,0.00000000,6
5,0.5000,6.0000,3,0.08474576,0.04166667,6
5,0.5000,6.0000,3,0.10169492,0.04166667,6
5,0.5000,6.0000,3,0.06779661,0.00000000,6
5,0.5000,6.0000,3,0.01694915,0.00000000,6
5,0.5000,6.0000,3,0.03389831,0.04166667,6
5,0.5000,6.0000,3,0.08474576,0.12500000,6
5,0.5000,6.0000,3,0.05084746,0.12500000,6
5,0.5000,6.0000,3,0.06779661,0.08333333,6
5,0.5000,6.0000,3,0.11864407,0.08333333,6
5,0.5000,6.0000,3,0.08474576,0.08333333,6
5,0.5000,6.0000,3,0.11864407,0.04166667,6
5,0.5000,6.0000,3,0.08474576,0.12500000,6
5,0.5000,6.0000,3,0.00000000,0.04166667,6
5,0.5000,6.0000,3,0.11864407,0.16666667,6
5,0.5000,6.0000,3,0.15254237,0.04166667,6
5,0.5000,6.0000,3,0.10169492,0.04166667,6
5,0.5000,6.0000,3,0.10169492,0.12500000,6
5,0.5000,6.0000,3,0.08474576,0.04166667,6
5,0.5000,6.0000,3,0.06779661,0.04166667,6
5,0.5000,6.0000,3,0.10169492,0.04166667,6
5,0.5000,6.0000,3,0.10169492,0.04166667,6
5,0.5000,6.0000,3,0.08474576,0.12500000,6
5,0.5000,6.0000,3,0.08474576,0.00000000,6
5,0.5000,6.0000,3,0.06779661,0.04166667,6
5,0.5000,6.0000,3,0.08474576,0.00000000,6
5,0.5000,6.0000,3,0.03389831,0.04166667,6
5,0.5000,6.0000,3,0.05084746,0.04166667,6
5,0.5000,6.0000,3,0.08474576,0.00000000,6
5,0.5000,6.0000,3,0.05084746,0.04166667,6
5,0.5000,6.0000,3,0.08474576,0.04166667,6
5,0.5000,6.0000,3,0.05084746,0.08333333,6
5,0.5000,6.0000,3,0.05084746,0.08333333,6
5,0.5000,6.0000,3,0.05084746,0.04166667,6
5,0.5000,6.0000,3,0.10169492,0.20833333,6
5,0.5000,6.0000,3,0.15254237,0.12500000,6
5,0.5000,6.0000,3,0.06779661,0.08333333,6
5,0.5000,6.0000,3,0.10169492,0.04166667,6
